id,radius,length,pd_radius,pd_length,sld,sld_solvent,model_scale,model_abs
cyl_000316,25.873983,294.071401,0.279533,0.041078,3.095495,1.0,1.0,0.0
cyl_000317,35.878542,289.844141,0.090303,0.248263,3.45312,1.0,1.0,0.0
cyl_000318,28.044016,509.13863,0.075946,0.284443,4.316393,1.0,1.0,0.0
cyl_000319,82.019753,400.799269,0.001061,0.002214,5.458423,1.0,1.0,0.0
cyl_000320,190.106702,971.639359,0.260557,0.09934,0.586646,1.0,1.0,0.0
cyl_000321,22.297354,304.376724,0.25726,0.017179,4.526819,1.0,1.0,0.0
cyl_000322,84.350603,331.042199,0.29113,0.122777,3.720988,1.0,1.0,0.0
cyl_000323,77.945062,819.206054,0.153881,0.178655,4.918235,1.0,1.0,0.0
cyl_000324,101.449218,254.268397,0.098395,0.215831,6.083291,1.0,1.0,0.0
cyl_000325,20.975807,334.23072,0.078183,0.19182,3.04196,1.0,1.0,0.0
cyl_000326,151.693047,256.305755,0.043516,0.076742,6.485513,1.0,1.0,0.0
cyl_000327,30.464386,980.681455,0.097361,0.160199,7.757321,1.0,1.0,0.0
cyl_000328,101.027838,440.900911,0.135197,0.077608,2.427434,1.0,1.0,0.0
cyl_000329,88.318798,960.941785,0.298332,0.272705,0.792156,1.0,1.0,0.0
cyl_000330,192.504123,276.81463,0.12134,0.109575,0.936265,1.0,1.0,0.0
cyl_000331,45.840674,244.19931,0.051361,0.060135,6.863742,1.0,1.0,0.0
cyl_000332,25.53664,430.674277,0.142447,0.133979,1.93837,1.0,1.0,0.0
cyl_000333,21.598393,272.062984,0.158699,0.040844,5.451632,1.0,1.0,0.0
cyl_000334,25.580547,559.101884,0.009169,0.221817,0.518661,1.0,1.0,0.0
cyl_000335,26.903628,336.011284,0.255258,0.184417,4.946035,1.0,1.0,0.0
cyl_000336,80.581568,748.300284,0.271469,0.144773,2.486073,1.0,1.0,0.0
cyl_000337,26.834484,557.724649,0.114342,0.096788,5.289701,1.0,1.0,0.0
cyl_000338,40.271503,277.712355,0.279323,0.162307,5.948098,1.0,1.0,0.0
cyl_000339,56.821146,694.455664,0.294607,0.08584,5.718591,1.0,1.0,0.0
cyl_000340,34.813696,224.04953,0.016956,0.203963,6.826071,1.0,1.0,0.0
cyl_000341,94.192593,319.811354,0.196162,0.001314,7.180246,1.0,1.0,0.0
cyl_000342,46.739115,927.248766,0.067044,0.181507,4.375549,1.0,1.0,0.0
cyl_000343,51.388598,619.153904,0.178996,0.141879,3.055637,1.0,1.0,0.0
cyl_000344,34.32441,201.337923,0.039475,0.123568,7.74323,1.0,1.0,0.0
cyl_000345,190.287383,489.845727,0.042117,0.201773,0.529064,1.0,1.0,0.0
cyl_000346,20.694375,736.035076,0.279026,0.16922,6.709349,1.0,1.0,0.0
cyl_000347,25.031258,376.730966,0.256025,0.126539,4.964733,1.0,1.0,0.0
cyl_000348,29.609546,228.453705,0.007675,0.244537,5.691713,1.0,1.0,0.0
cyl_000349,169.099228,238.500771,0.207991,0.128799,3.65397,1.0,1.0,0.0
cyl_000350,40.310481,250.836919,0.048522,0.236383,5.425162,1.0,1.0,0.0
cyl_000351,195.581263,319.140842,0.113837,0.206315,1.493824,1.0,1.0,0.0
cyl_000352,29.396461,331.828431,0.005645,0.055322,4.402624,1.0,1.0,0.0
cyl_000353,157.009182,707.967143,0.275391,0.038241,7.305998,1.0,1.0,0.0
cyl_000354,43.978238,737.235673,0.101329,0.188764,6.793977,1.0,1.0,0.0
cyl_000355,23.434146,452.457978,0.157308,0.294429,7.262454,1.0,1.0,0.0
cyl_000356,61.905544,210.598512,0.297658,0.075156,6.075909,1.0,1.0,0.0
cyl_000357,132.409097,353.968358,0.116632,0.290085,1.721426,1.0,1.0,0.0
cyl_000358,39.385385,244.912698,0.139766,0.010348,1.560452,1.0,1.0,0.0
cyl_000359,29.628967,491.294306,0.231733,0.10896,3.865541,1.0,1.0,0.0
cyl_000360,27.915776,744.865412,0.218442,0.225439,3.3003,1.0,1.0,0.0
cyl_000361,114.884525,468.255387,0.042346,0.118368,0.759387,1.0,1.0,0.0
cyl_000362,77.308839,329.721764,0.168663,0.160661,2.374066,1.0,1.0,0.0
cyl_000363,194.477495,272.384917,0.201105,0.167957,2.35572,1.0,1.0,0.0
cyl_000364,124.822112,389.95228,0.298189,0.209103,2.456473,1.0,1.0,0.0
cyl_000365,20.809263,631.430232,0.132113,0.165484,2.209437,1.0,1.0,0.0
cyl_000366,112.735173,300.315544,0.235864,0.108298,1.124998,1.0,1.0,0.0
cyl_000367,55.009917,564.61454,0.00285,0.163227,6.91085,1.0,1.0,0.0
cyl_000368,148.495535,853.821892,0.241861,0.299923,2.778751,1.0,1.0,0.0
cyl_000369,20.953974,257.076708,0.296725,0.005967,3.40379,1.0,1.0,0.0
cyl_000370,33.690281,929.913281,0.001286,0.065922,0.961928,1.0,1.0,0.0
cyl_000371,167.774956,726.567763,0.000189,0.281423,7.247292,1.0,1.0,0.0
cyl_000372,34.933425,371.436755,0.071061,0.088014,6.895577,1.0,1.0,0.0
cyl_000373,35.034951,811.703172,0.271667,0.049299,4.019108,1.0,1.0,0.0
cyl_000374,122.48793,212.734577,0.173698,0.176441,2.180586,1.0,1.0,0.0
cyl_000375,96.880624,559.452328,0.138553,0.141351,5.706601,1.0,1.0,0.0
cyl_000376,65.804938,472.741281,0.229344,0.204625,1.293155,1.0,1.0,0.0
cyl_000377,152.772055,557.449342,0.05199,0.051456,3.282415,1.0,1.0,0.0
cyl_000378,37.44176,215.91572,0.286158,0.245991,3.956608,1.0,1.0,0.0
cyl_000379,21.04321,360.200329,0.054231,0.261545,6.026992,1.0,1.0,0.0
cyl_000380,104.363296,222.213434,0.212442,0.113249,0.602639,1.0,1.0,0.0
cyl_000381,52.788111,510.290546,0.209719,0.088529,2.68398,1.0,1.0,0.0
cyl_000382,110.653123,269.723295,0.201975,0.17958,1.171773,1.0,1.0,0.0
cyl_000383,49.18049,239.577052,0.129433,0.264159,4.883582,1.0,1.0,0.0
cyl_000384,47.342138,614.388661,0.101919,0.150067,6.503895,1.0,1.0,0.0
cyl_000385,41.47409,855.203818,0.212318,0.217189,3.515906,1.0,1.0,0.0
cyl_000386,26.819865,436.831497,0.082627,0.279768,2.591624,1.0,1.0,0.0
cyl_000387,137.828716,225.581732,0.195225,0.052417,2.138087,1.0,1.0,0.0
cyl_000388,71.408201,219.685636,0.169449,0.040247,5.09446,1.0,1.0,0.0
cyl_000389,37.922506,613.869701,0.136536,0.218405,6.042418,1.0,1.0,0.0
cyl_000390,87.085533,293.131889,0.029048,0.113479,2.176607,1.0,1.0,0.0
cyl_000391,70.460704,791.691781,0.161044,0.055029,2.366479,1.0,1.0,0.0
cyl_000392,75.588032,413.805818,0.062594,0.258145,4.718852,1.0,1.0,0.0
cyl_000393,60.955142,248.42564,0.285611,0.254192,4.64442,1.0,1.0,0.0
cyl_000394,107.981754,315.087612,0.190532,0.144707,6.091974,1.0,1.0,0.0
cyl_000395,105.968854,751.495152,0.099728,0.272063,3.441732,1.0,1.0,0.0
cyl_000396,115.16366,659.923757,0.084954,0.285896,7.604032,1.0,1.0,0.0
cyl_000397,21.302631,322.252474,0.140293,0.239257,3.497258,1.0,1.0,0.0
cyl_000398,81.580398,652.867063,0.090196,0.188852,1.340374,1.0,1.0,0.0
cyl_000399,72.152903,257.19397,0.145984,0.106544,0.63883,1.0,1.0,0.0
cyl_000400,38.443579,344.440014,0.177747,0.034265,3.46087,1.0,1.0,0.0
cyl_000401,127.212705,473.309191,0.204501,0.002981,0.579858,1.0,1.0,0.0
cyl_000402,147.227203,433.725461,3e-05,0.092075,2.934048,1.0,1.0,0.0
cyl_000403,82.795063,738.50667,0.184608,0.056663,6.306565,1.0,1.0,0.0
cyl_000404,50.598888,208.491326,0.15688,0.033355,1.300642,1.0,1.0,0.0
cyl_000405,34.461887,762.85937,0.193603,0.199706,5.643225,1.0,1.0,0.0
cyl_000406,82.521755,355.418428,0.14042,0.157231,1.771279,1.0,1.0,0.0
cyl_000407,103.376108,207.718958,0.189654,0.024315,6.549061,1.0,1.0,0.0
cyl_000408,78.636063,360.88776,0.141952,0.253811,6.859199,1.0,1.0,0.0
cyl_000409,93.20162,250.181555,0.282684,0.128108,3.481816,1.0,1.0,0.0
cyl_000410,90.86578,334.714281,0.198152,0.000605,0.677978,1.0,1.0,0.0
cyl_000411,71.996239,344.279438,0.149929,0.174234,5.162354,1.0,1.0,0.0
cyl_000412,32.300327,278.500164,0.259416,0.247787,2.493496,1.0,1.0,0.0
cyl_000413,77.851754,377.304632,0.089374,0.132586,6.364205,1.0,1.0,0.0
cyl_000414,162.170832,309.804814,0.026042,0.172994,2.110485,1.0,1.0,0.0
cyl_000415,52.902938,266.268398,0.079112,0.293544,5.170576,1.0,1.0,0.0
cyl_000416,117.941412,206.088367,0.242696,0.27313,5.73665,1.0,1.0,0.0
cyl_000417,70.314661,332.247945,0.039433,0.11402,2.741515,1.0,1.0,0.0
cyl_000418,53.059648,733.542334,0.154098,0.00025,0.913878,1.0,1.0,0.0
cyl_000419,141.077113,696.352774,0.140664,0.240287,7.577522,1.0,1.0,0.0
cyl_000420,23.14284,275.251834,0.062257,0.048641,0.781856,1.0,1.0,0.0
cyl_000421,145.152827,919.965584,0.219258,0.164169,3.408755,1.0,1.0,0.0
cyl_000422,21.184024,456.902409,0.028858,0.029243,7.834097,1.0,1.0,0.0
cyl_000423,63.005115,580.45367,0.035786,0.059927,4.866375,1.0,1.0,0.0
cyl_000424,75.228104,805.950107,0.043985,0.027213,7.34951,1.0,1.0,0.0
cyl_000425,21.379983,282.049573,0.031252,0.20476,1.143389,1.0,1.0,0.0
cyl_000426,41.758052,257.550564,0.22257,0.146922,5.156473,1.0,1.0,0.0
cyl_000427,76.440755,200.370639,0.003827,0.266661,2.291546,1.0,1.0,0.0
cyl_000428,66.079217,260.579301,0.137061,0.147967,5.868416,1.0,1.0,0.0
cyl_000429,41.674181,592.819157,0.238943,0.091032,6.478016,1.0,1.0,0.0
cyl_000430,30.550955,615.002938,0.241361,0.113866,6.238061,1.0,1.0,0.0
cyl_000431,69.532219,469.651685,0.220571,0.053736,0.867678,1.0,1.0,0.0
cyl_000432,175.254079,218.187784,0.250163,0.102416,0.991461,1.0,1.0,0.0
cyl_000433,56.08111,217.613798,0.253228,0.073511,3.561983,1.0,1.0,0.0
cyl_000434,49.803209,306.860457,0.255688,0.189945,4.496475,1.0,1.0,0.0
cyl_000435,44.135647,835.323868,0.240252,0.128499,2.438975,1.0,1.0,0.0
cyl_000436,174.268391,271.390796,0.21492,0.231119,2.048988,1.0,1.0,0.0
cyl_000437,161.609613,290.87211,0.208365,0.177252,6.781675,1.0,1.0,0.0
cyl_000438,56.593161,268.697033,0.18697,0.219693,7.454873,1.0,1.0,0.0
cyl_000439,23.536744,817.081382,0.189188,0.147762,1.318332,1.0,1.0,0.0
cyl_000440,28.52242,356.746812,0.164091,0.166579,7.111773,1.0,1.0,0.0
cyl_000441,59.299447,569.501174,0.042875,0.276932,1.262913,1.0,1.0,0.0
cyl_000442,170.509902,415.412483,0.083508,0.190567,2.635102,1.0,1.0,0.0
cyl_000443,64.440644,717.546125,0.143124,0.041163,1.779571,1.0,1.0,0.0
cyl_000444,53.340502,589.896082,0.164741,0.115648,1.345845,1.0,1.0,0.0
cyl_000445,35.189722,269.346173,0.134531,0.154095,2.471194,1.0,1.0,0.0
cyl_000446,30.770163,510.4028,0.126982,0.183888,5.168548,1.0,1.0,0.0
cyl_000447,156.514329,643.637149,0.126198,0.044861,4.799394,1.0,1.0,0.0
cyl_000448,34.036334,305.354603,0.100124,0.011709,7.68443,1.0,1.0,0.0
cyl_000449,66.663621,364.153521,0.037976,0.254808,6.973924,1.0,1.0,0.0
cyl_000450,23.083261,231.440648,0.217396,0.043563,3.388087,1.0,1.0,0.0
cyl_000451,100.413926,225.988241,0.265902,0.013724,7.241062,1.0,1.0,0.0
cyl_000452,174.778521,667.129909,0.06756,0.16573,6.405499,1.0,1.0,0.0
cyl_000453,125.613012,338.906391,0.232737,0.01754,7.235049,1.0,1.0,0.0
cyl_000454,54.135817,241.781721,0.219473,0.286646,2.731317,1.0,1.0,0.0
cyl_000455,161.799463,268.353915,0.171778,0.294676,4.620584,1.0,1.0,0.0
cyl_000456,156.276591,465.908341,0.124219,0.20712,1.859652,1.0,1.0,0.0
cyl_000457,52.589945,597.667519,0.152774,0.033782,6.084985,1.0,1.0,0.0
cyl_000458,36.683565,251.217189,0.057325,0.217714,3.91347,1.0,1.0,0.0
cyl_000459,38.044662,306.191665,0.078539,0.054234,3.566242,1.0,1.0,0.0
cyl_000460,172.710286,655.76014,0.098152,0.186267,2.776072,1.0,1.0,0.0
cyl_000461,58.912084,860.590797,0.177884,0.1343,4.767401,1.0,1.0,0.0
cyl_000462,49.550692,568.52075,0.005145,0.218564,3.079113,1.0,1.0,0.0
cyl_000463,58.338797,302.427159,0.137667,0.253551,2.105589,1.0,1.0,0.0
cyl_000464,26.638176,285.761737,0.22214,0.277461,7.415509,1.0,1.0,0.0
cyl_000465,28.335369,870.762466,0.139346,0.173865,5.756601,1.0,1.0,0.0
cyl_000466,86.194606,460.119719,0.172773,0.1511,6.125372,1.0,1.0,0.0
cyl_000467,22.852792,486.609609,0.021371,0.143158,6.172516,1.0,1.0,0.0
cyl_000468,162.45515,359.601351,0.037239,0.131267,5.679203,1.0,1.0,0.0
cyl_000469,108.258192,337.23633,0.024796,0.288955,7.996701,1.0,1.0,0.0
cyl_000470,110.10272,872.119638,0.221134,0.25077,7.553855,1.0,1.0,0.0
cyl_000471,29.074588,202.399041,0.077731,0.138209,1.438663,1.0,1.0,0.0
cyl_000472,21.15512,912.807842,0.087738,0.202052,7.39037,1.0,1.0,0.0
cyl_000473,59.2602,754.465067,0.061374,0.049111,4.833296,1.0,1.0,0.0
cyl_000474,76.83267,236.322584,0.086331,0.213689,6.780772,1.0,1.0,0.0
cyl_000475,36.919812,933.459284,0.123775,0.043757,5.070829,1.0,1.0,0.0
cyl_000476,33.749395,431.850852,0.095636,0.015242,2.608018,1.0,1.0,0.0
cyl_000477,79.675725,227.80106,0.257145,0.003348,1.38449,1.0,1.0,0.0
cyl_000478,189.52135,974.140676,0.048605,0.226321,4.988464,1.0,1.0,0.0
cyl_000479,24.208546,778.010503,0.14642,0.278157,0.731908,1.0,1.0,0.0
cyl_000480,182.167353,873.759971,0.103942,0.200141,5.153478,1.0,1.0,0.0
cyl_000481,43.952552,388.941026,0.000524,0.200376,6.722056,1.0,1.0,0.0
cyl_000482,95.74334,953.345747,0.138393,0.288839,3.513355,1.0,1.0,0.0
cyl_000483,52.163359,447.480305,0.232434,0.228415,4.032229,1.0,1.0,0.0
cyl_000484,148.73005,211.975102,0.032795,0.180959,1.403436,1.0,1.0,0.0
cyl_000485,35.344789,308.574554,0.055215,0.202418,5.884159,1.0,1.0,0.0
cyl_000486,98.878154,964.851039,0.146181,0.043891,4.270929,1.0,1.0,0.0
cyl_000487,115.529633,348.51417,0.254818,0.192511,7.931068,1.0,1.0,0.0
cyl_000488,36.424617,593.658031,0.042192,0.019313,6.840772,1.0,1.0,0.0
cyl_000489,26.582925,379.727627,0.180874,0.136491,5.796645,1.0,1.0,0.0
cyl_000490,199.865253,885.152128,0.235293,0.17134,1.182994,1.0,1.0,0.0
cyl_000491,63.412933,284.305643,0.289667,0.060836,0.786403,1.0,1.0,0.0
cyl_000492,89.112961,691.699558,0.137142,0.055922,3.612959,1.0,1.0,0.0
cyl_000493,30.499982,315.602512,0.275495,0.179102,5.20345,1.0,1.0,0.0
cyl_000494,57.08003,932.782069,0.106405,0.215878,4.237364,1.0,1.0,0.0
cyl_000495,199.085397,720.195429,0.077022,0.002027,3.178795,1.0,1.0,0.0
cyl_000496,42.382111,553.969212,0.225782,0.110601,5.266433,1.0,1.0,0.0
cyl_000497,25.683758,252.615331,0.17951,0.039715,4.897598,1.0,1.0,0.0
cyl_000498,148.242995,333.962862,0.226989,0.168082,4.499492,1.0,1.0,0.0
cyl_000499,23.064095,500.71517,0.2832,0.094617,4.84415,1.0,1.0,0.0
cyl_000500,165.479538,269.853983,0.053,0.030501,7.486226,1.0,1.0,0.0
cyl_000501,124.331975,582.768542,0.048011,0.114936,4.007324,1.0,1.0,0.0
cyl_000502,35.063417,269.385697,0.00181,0.187977,5.142648,1.0,1.0,0.0
cyl_000503,168.210206,637.808975,0.143897,0.148571,3.616271,1.0,1.0,0.0
cyl_000504,67.313173,853.223243,0.041022,0.032587,4.393347,1.0,1.0,0.0
cyl_000505,77.667667,315.362917,0.238145,0.237049,6.649312,1.0,1.0,0.0
cyl_000506,76.256976,804.134626,0.091017,0.203823,0.829016,1.0,1.0,0.0
cyl_000507,52.537867,856.693291,0.24199,0.075672,5.538632,1.0,1.0,0.0
cyl_000508,50.823169,312.412817,0.246928,0.07462,1.482304,1.0,1.0,0.0
cyl_000509,115.980637,341.100497,0.144435,0.07687,4.385504,1.0,1.0,0.0
cyl_000510,119.830244,482.951277,0.287003,0.008026,3.264529,1.0,1.0,0.0
cyl_000511,89.615588,566.143905,0.013062,0.22884,7.610235,1.0,1.0,0.0
cyl_000512,39.525781,231.548331,0.151859,0.297173,2.300054,1.0,1.0,0.0
cyl_000513,177.029903,624.336032,0.06774,0.055457,3.620285,1.0,1.0,0.0
cyl_000514,164.008987,690.83539,0.264943,0.145424,0.599274,1.0,1.0,0.0
cyl_000515,28.821158,615.989202,0.089786,0.252996,3.586225,1.0,1.0,0.0
cyl_000516,60.017283,228.048584,0.168877,0.093743,0.51916,1.0,1.0,0.0
cyl_000517,100.020651,985.555986,0.037851,0.064451,3.023472,1.0,1.0,0.0
cyl_000518,101.175836,620.749868,0.082426,0.183539,7.184583,1.0,1.0,0.0
cyl_000519,79.981136,934.787958,0.141338,0.104697,5.742133,1.0,1.0,0.0
cyl_000520,20.846812,743.341136,0.085464,0.041712,3.883506,1.0,1.0,0.0
cyl_000521,97.623548,419.751829,0.288421,0.15847,6.147483,1.0,1.0,0.0
cyl_000522,25.633276,352.093623,0.219852,0.229783,4.518112,1.0,1.0,0.0
cyl_000523,30.287711,201.880811,0.299296,0.222487,4.410024,1.0,1.0,0.0
cyl_000524,89.983584,267.974526,0.204979,0.120482,5.334315,1.0,1.0,0.0
cyl_000525,27.199783,216.777983,0.148032,0.222363,7.398072,1.0,1.0,0.0
cyl_000526,140.907914,645.106854,0.284977,0.067877,4.119263,1.0,1.0,0.0
cyl_000527,199.38068,234.375964,0.014214,0.084103,7.676288,1.0,1.0,0.0
cyl_000528,61.872448,348.18719,0.016438,0.048884,2.222668,1.0,1.0,0.0
cyl_000529,196.323116,282.352552,0.019754,0.193876,3.82969,1.0,1.0,0.0
cyl_000530,98.497548,921.597813,0.10751,0.223964,0.876162,1.0,1.0,0.0
cyl_000531,152.538009,866.469531,0.269598,0.108796,6.587316,1.0,1.0,0.0
cyl_000532,71.844298,421.89792,0.064042,0.170616,5.493219,1.0,1.0,0.0
cyl_000533,31.942785,478.844506,0.222274,0.205292,1.394767,1.0,1.0,0.0
cyl_000534,179.457229,229.63189,0.20954,0.050326,2.377752,1.0,1.0,0.0
cyl_000535,120.913375,377.914202,0.265188,0.155344,2.041971,1.0,1.0,0.0
cyl_000536,26.198847,246.17867,0.189896,0.084949,1.548145,1.0,1.0,0.0
cyl_000537,192.899223,200.775614,0.011387,0.117115,6.534909,1.0,1.0,0.0
cyl_000538,91.131381,210.17629,0.0174,0.296755,5.135907,1.0,1.0,0.0
cyl_000539,69.487796,253.448602,0.193973,0.264931,1.602187,1.0,1.0,0.0
cyl_000540,27.934193,572.107965,0.038675,0.160514,4.171446,1.0,1.0,0.0
cyl_000541,67.253267,918.55066,0.075356,0.073488,7.281466,1.0,1.0,0.0
cyl_000542,28.360631,466.143858,0.130532,0.166094,6.393302,1.0,1.0,0.0
cyl_000543,31.356552,761.616558,0.212982,0.082249,0.607068,1.0,1.0,0.0
cyl_000544,20.286309,236.656937,0.266158,0.14274,4.243514,1.0,1.0,0.0
cyl_000545,102.981955,520.515124,0.259212,0.2525,5.671725,1.0,1.0,0.0
cyl_000546,33.967486,543.48386,0.022377,0.078232,3.138529,1.0,1.0,0.0
cyl_000547,67.41448,231.22606,0.274183,0.156515,2.863192,1.0,1.0,0.0
cyl_000548,45.602917,480.632386,0.11493,0.28305,1.730204,1.0,1.0,0.0
cyl_000549,83.073465,658.719241,0.0484,0.034855,7.271813,1.0,1.0,0.0
cyl_000550,125.057944,842.104466,0.0585,0.090366,7.715583,1.0,1.0,0.0
cyl_000551,97.097215,462.357434,0.251152,0.136181,5.497034,1.0,1.0,0.0
cyl_000552,43.653278,270.171947,0.286799,0.261746,6.684279,1.0,1.0,0.0
cyl_000553,184.275551,299.29025,0.047576,0.172922,6.903665,1.0,1.0,0.0
cyl_000554,173.22324,522.884135,0.195451,0.112223,7.784993,1.0,1.0,0.0
cyl_000555,125.899913,555.114829,0.218851,0.22055,5.339332,1.0,1.0,0.0
cyl_000556,126.709407,426.665364,0.150876,0.243185,5.859226,1.0,1.0,0.0
cyl_000557,21.925258,318.207171,0.131137,0.03678,2.243506,1.0,1.0,0.0
cyl_000558,144.072589,343.917524,0.247557,0.120106,7.070147,1.0,1.0,0.0
cyl_000559,127.959037,621.230607,0.163693,0.278625,2.362106,1.0,1.0,0.0
cyl_000560,29.572776,797.074048,0.042489,0.022748,5.172596,1.0,1.0,0.0
cyl_000561,92.452692,290.26887,0.029658,0.288529,7.557657,1.0,1.0,0.0
cyl_000562,27.760497,221.886234,0.112596,0.191447,5.988655,1.0,1.0,0.0
cyl_000563,41.217174,471.334207,0.197437,0.18306,5.543403,1.0,1.0,0.0
cyl_000564,50.493239,358.16415,0.06303,0.275718,3.344289,1.0,1.0,0.0
cyl_000565,45.146234,464.188128,0.03756,0.231286,6.51309,1.0,1.0,0.0
cyl_000566,31.714109,481.765793,0.247085,0.202731,1.890924,1.0,1.0,0.0
cyl_000567,36.385662,788.062371,0.038257,0.274802,3.310908,1.0,1.0,0.0
cyl_000568,138.766127,298.870884,0.069976,0.230395,1.082313,1.0,1.0,0.0
cyl_000569,48.382332,633.459403,0.277859,0.000959,6.149631,1.0,1.0,0.0
cyl_000570,48.643013,995.430805,0.127719,0.17404,6.108982,1.0,1.0,0.0
cyl_000571,134.575363,263.74175,0.287727,0.106075,3.795915,1.0,1.0,0.0
cyl_000572,96.064288,219.076674,0.055461,0.163524,7.889826,1.0,1.0,0.0
cyl_000573,117.689819,704.901153,0.056802,0.288166,6.45373,1.0,1.0,0.0
cyl_000574,129.931412,368.840253,0.117254,0.019392,3.806433,1.0,1.0,0.0
cyl_000575,62.467289,842.774722,0.142291,0.034013,4.22408,1.0,1.0,0.0
cyl_000576,122.301435,397.850439,0.118461,0.269763,4.04666,1.0,1.0,0.0
cyl_000577,29.508289,417.964652,0.12874,0.277535,7.450419,1.0,1.0,0.0
cyl_000578,182.414564,394.581577,0.276742,0.243726,4.300262,1.0,1.0,0.0
cyl_000579,87.918253,310.384497,0.016824,0.21698,4.479982,1.0,1.0,0.0
cyl_000580,140.724545,260.232842,0.140892,0.101437,6.473882,1.0,1.0,0.0
cyl_000581,35.230612,571.519234,0.268941,0.041353,1.195992,1.0,1.0,0.0
cyl_000582,58.684524,295.378226,0.064583,0.027969,1.216262,1.0,1.0,0.0
cyl_000583,21.80835,226.381795,0.285865,0.140968,6.767777,1.0,1.0,0.0
cyl_000584,33.529772,378.026577,0.146604,0.094894,2.046161,1.0,1.0,0.0
cyl_000585,34.716731,281.837676,0.117426,0.147397,4.240486,1.0,1.0,0.0
cyl_000586,32.685356,316.579805,0.231315,0.154729,0.696035,1.0,1.0,0.0
cyl_000587,81.256837,224.311044,0.053142,0.056362,7.364661,1.0,1.0,0.0
cyl_000588,45.264436,687.079536,0.169594,0.226468,1.618008,1.0,1.0,0.0
cyl_000589,100.623157,593.49337,0.073378,0.089728,5.376819,1.0,1.0,0.0
cyl_000590,90.061365,454.284555,0.135478,0.298373,1.054355,1.0,1.0,0.0
cyl_000591,25.479864,711.19519,0.225944,0.107364,5.792815,1.0,1.0,0.0
cyl_000592,30.705691,689.589947,0.280448,0.233489,5.70408,1.0,1.0,0.0
cyl_000593,37.582896,454.53211,0.234791,0.287629,1.258273,1.0,1.0,0.0
cyl_000594,121.048568,676.770882,0.286376,0.114695,4.624954,1.0,1.0,0.0
cyl_000595,57.896669,836.314578,0.246093,0.197061,7.015852,1.0,1.0,0.0
cyl_000596,193.562407,990.733209,0.250232,0.065166,1.390759,1.0,1.0,0.0
cyl_000597,32.632639,616.968676,0.099876,0.030762,0.898102,1.0,1.0,0.0
cyl_000598,50.198627,608.892425,0.052897,0.273861,6.33154,1.0,1.0,0.0
cyl_000599,47.929542,243.570209,0.247489,0.124344,6.997855,1.0,1.0,0.0
cyl_000600,33.273723,206.582455,0.257996,0.259726,1.596328,1.0,1.0,0.0
cyl_000601,189.729938,221.31713,0.216679,0.257727,3.269381,1.0,1.0,0.0
cyl_000602,35.59669,329.432609,0.052189,0.015831,2.923161,1.0,1.0,0.0
cyl_000603,113.376323,948.821641,0.20549,0.069971,2.399752,1.0,1.0,0.0
cyl_000604,127.535627,713.000377,0.03084,0.188424,4.491354,1.0,1.0,0.0
cyl_000605,39.827698,385.567462,0.056342,0.273536,2.792724,1.0,1.0,0.0
cyl_000606,60.635304,650.598695,0.17146,0.111727,4.79054,1.0,1.0,0.0
cyl_000607,118.494618,401.188135,0.202758,0.130012,5.224451,1.0,1.0,0.0
cyl_000608,124.300576,219.003911,0.060043,0.098125,5.742787,1.0,1.0,0.0
cyl_000609,39.902376,206.893003,0.125804,0.208525,5.865527,1.0,1.0,0.0
cyl_000610,29.309133,983.851188,0.117849,0.041593,6.934024,1.0,1.0,0.0
cyl_000611,105.094483,629.165941,0.220988,0.255306,1.044127,1.0,1.0,0.0
cyl_000612,28.394114,208.166743,0.103955,0.093939,1.008953,1.0,1.0,0.0
cyl_000613,28.630567,698.147315,0.144281,0.065028,2.544176,1.0,1.0,0.0
cyl_000614,65.184239,706.139194,0.107872,0.274574,3.933355,1.0,1.0,0.0
cyl_000615,37.092928,719.85837,0.066445,0.02363,3.425882,1.0,1.0,0.0
cyl_000616,37.604723,431.195959,0.004389,0.276115,4.604198,1.0,1.0,0.0
cyl_000617,47.644186,295.688335,0.228966,0.125619,6.223979,1.0,1.0,0.0
cyl_000618,192.645264,998.983053,0.278473,0.228017,5.399761,1.0,1.0,0.0
cyl_000619,68.392136,462.056962,0.252524,0.035785,0.767396,1.0,1.0,0.0
cyl_000620,32.575322,747.717854,0.177384,0.100074,7.771279,1.0,1.0,0.0
cyl_000621,49.896549,243.080086,0.050854,0.139959,1.119759,1.0,1.0,0.0
cyl_000622,71.276229,412.897182,0.167241,0.228644,4.60768,1.0,1.0,0.0
cyl_000623,38.979561,515.758078,0.17424,0.277908,2.162587,1.0,1.0,0.0
cyl_000624,43.595585,444.464263,0.129906,0.276318,7.591149,1.0,1.0,0.0
cyl_000625,64.948678,992.195705,0.164306,0.218085,7.519315,1.0,1.0,0.0
cyl_000626,49.987423,775.894637,0.275972,0.225617,7.074287,1.0,1.0,0.0
cyl_000627,25.913455,616.360638,0.22148,0.137382,6.40811,1.0,1.0,0.0
cyl_000628,188.632923,813.355171,0.186517,0.214956,3.629658,1.0,1.0,0.0
cyl_000629,34.876712,271.125578,0.179167,0.195358,2.345947,1.0,1.0,0.0
cyl_000630,43.821588,439.537268,0.102886,0.234025,7.188394,1.0,1.0,0.0
cyl_000631,45.133422,581.241396,0.16747,0.169478,1.87153,1.0,1.0,0.0
cyl_000632,62.950231,926.652727,0.065301,0.208189,1.040449,1.0,1.0,0.0
